,Iteration,Time,Fitness,FEvals,Temperature,max_iters
414,9,0.008607997999206418,0.0,18.0,500,80
415,10,0.008685623997735092,0.0,20.0,500,80
416,11,0.008813876997010084,0.0,22.0,500,80
417,12,0.008938382998167071,0.0,24.0,500,80
418,13,0.00902735300041968,0.0,26.0,500,80
419,14,0.009111343999393284,0.0,28.0,500,80
420,15,0.009194197999022435,0.0,30.0,500,80
421,16,0.009275614000216592,0.0,32.0,500,80
422,17,0.009358980998513289,0.0,34.0,500,80
423,18,0.009442326998396311,0.0,36.0,500,80
424,19,0.009525993998977356,0.0,38.0,500,80
425,20,0.009611563000362366,0.0,40.0,500,80
426,21,0.00969776299825753,0.0,42.0,500,80
427,22,0.0097850149977603,0.0,44.0,500,80
428,23,0.009886812997137895,0.0,46.0,500,80
429,24,0.00997295699926326,0.0,48.0,500,80
430,25,0.010060677999717882,0.0,50.0,500,80
431,26,0.010150332000193885,0.0,52.0,500,80
432,27,0.010239224997349083,0.0,54.0,500,80
433,28,0.010329538999940269,0.0,56.0,500,80
434,29,0.010420984999655047,0.0,58.0,500,80
435,30,0.010513552999327658,0.0,60.0,500,80
436,31,0.010606964999169577,0.0,62.0,500,80
437,32,0.010701166997023392,0.0,64.0,500,80
438,33,0.010795173999213148,0.0,66.0,500,80
439,34,0.01088996599719394,0.0,68.0,500,80
440,35,0.010986338998918654,0.0,70.0,500,80
441,36,0.011084103000030154,0.0,72.0,500,80
442,37,0.01118197399773635,0.0,74.0,500,80
443,38,0.011281147999397945,0.0,76.0,500,80
444,39,0.011380676998669514,0.0,78.0,500,80
445,40,0.011481605997687439,0.0,80.0,500,80
446,41,0.011583090999920387,0.0,82.0,500,80
447,42,0.011687047997838818,0.0,84.0,500,80
448,43,0.011791470999014564,0.0,86.0,500,80
449,44,0.011897718999534845,0.0,88.0,500,80
450,45,0.012007342997094383,0.0,90.0,500,80
451,46,0.012114594999729889,0.0,92.0,500,80
452,47,0.012222792996908538,0.0,94.0,500,80
453,48,0.012463980998290936,0.0,96.0,500,80
454,49,0.012676676000410225,0.0,98.0,500,80
455,50,0.012836629997764248,0.0,100.0,500,80
456,51,0.012969924999197247,0.0,102.0,500,80
457,52,0.013084645997878397,0.0,104.0,500,80
458,53,0.013197830998251447,0.0,106.0,500,80
459,54,0.01331073099936475,0.0,108.0,500,80
460,55,0.013424905999272596,0.0,110.0,500,80
461,56,0.01353906599979382,0.0,112.0,500,80
462,57,0.013654526999744121,0.0,114.0,500,80
463,58,0.013769752000371227,0.0,116.0,500,80
464,59,0.013905664996855194,0.0,118.0,500,80
465,60,0.014026469998498214,0.0,120.0,500,80
466,61,0.014148379999824101,0.0,122.0,500,80
467,62,0.014270255000155885,0.0,124.0,500,80
468,63,0.01439335199756897,0.0,126.0,500,80
469,64,0.014518789997964632,0.0,128.0,500,80
470,65,0.01464662199941813,0.0,130.0,500,80
471,66,0.014779380999243585,0.0,132.0,500,80
472,67,0.014919237997673918,0.0,134.0,500,80
473,68,0.015043360999698052,0.0,136.0,500,80
474,69,0.015168423997238278,0.0,138.0,500,80
475,70,0.015294335997168673,0.0,140.0,500,80
476,71,0.015421268999489257,0.0,142.0,500,80
477,72,0.015549088999250671,0.0,144.0,500,80
478,73,0.01568277600017609,0.0,146.0,500,80
479,74,0.01581476899809786,0.0,148.0,500,80
480,75,0.015946133997204015,0.0,150.0,500,80
481,76,0.01607652099846746,0.0,152.0,500,80
482,77,0.016208501998335123,0.0,154.0,500,80
483,78,0.016340914997272193,0.0,156.0,500,80
484,79,0.016475071999593638,0.0,158.0,500,80
485,80,0.016609755999525078,0.0,160.0,500,80
486,0,0.00019458499809843488,0.0,0.0,1000,80
487,1,0.007953410997288302,0.0,2.0,1000,80
488,2,0.008073656998021761,0.0,4.0,1000,80
489,3,0.008152738999342546,0.0,6.0,1000,80
490,4,0.008226252997701522,0.0,8.0,1000,80
491,5,0.008301832000142895,0.0,10.0,1000,80
492,6,0.008375714998692274,0.0,12.0,1000,80
493,7,0.008450344997982029,0.0,14.0,1000,80
494,8,0.008530621998943388,0.0,16.0,1000,80
495,9,0.008607997999206418,0.0,18.0,1000,80
496,10,0.008685623997735092,0.0,20.0,1000,80
497,11,0.008813876997010084,0.0,22.0,1000,80
498,12,0.008938382998167071,0.0,24.0,1000,80
499,13,0.00902735300041968,0.0,26.0,1000,80
500,14,0.009111343999393284,0.0,28.0,1000,80
501,15,0.009194197999022435,0.0,30.0,1000,80
502,16,0.009275614000216592,0.0,32.0,1000,80
503,17,0.009358980998513289,0.0,34.0,1000,80
504,18,0.009442326998396311,0.0,36.0,1000,80
505,19,0.009525993998977356,0.0,38.0,1000,80
506,20,0.009611563000362366,0.0,40.0,1000,80
507,21,0.00969776299825753,0.0,42.0,1000,80
508,22,0.0097850149977603,0.0,44.0,1000,80
509,23,0.009886812997137895,0.0,46.0,1000,80
510,24,0.00997295699926326,0.0,48.0,1000,80
511,25,0.010060677999717882,0.0,50.0,1000,80
512,26,0.010150332000193885,0.0,52.0,1000,80
513,27,0.010239224997349083,0.0,54.0,1000,80
514,28,0.010329538999940269,0.0,56.0,1000,80
515,29,0.010420984999655047,0.0,58.0,1000,80
516,30,0.010513552999327658,0.0,60.0,1000,80
517,31,0.010606964999169577,0.0,62.0,1000,80
518,32,0.010701166997023392,0.0,64.0,1000,80
519,33,0.010795173999213148,0.0,66.0,1000,80
520,34,0.01088996599719394,0.0,68.0,1000,80
521,35,0.010986338998918654,0.0,70.0,1000,80
522,36,0.011084103000030154,0.0,72.0,1000,80
523,37,0.01118197399773635,0.0,74.0,1000,80
524,38,0.011281147999397945,0.0,76.0,1000,80
525,39,0.011380676998669514,0.0,78.0,1000,80
526,40,0.011481605997687439,0.0,80.0,1000,80
527,41,0.011583090999920387,0.0,82.0,1000,80
528,42,0.011687047997838818,0.0,84.0,1000,80
529,43,0.011791470999014564,0.0,86.0,1000,80
530,44,0.011897718999534845,0.0,88.0,1000,80
531,45,0.012007342997094383,0.0,90.0,1000,80
532,46,0.012114594999729889,0.0,92.0,1000,80
533,47,0.012222792996908538,0.0,94.0,1000,80
534,48,0.012463980998290936,0.0,96.0,1000,80
535,49,0.012676676000410225,0.0,98.0,1000,80
536,50,0.012836629997764248,0.0,100.0,1000,80
537,51,0.012969924999197247,0.0,102.0,1000,80
538,52,0.013084645997878397,0.0,104.0,1000,80
539,53,0.013197830998251447,0.0,106.0,1000,80
540,54,0.01331073099936475,0.0,108.0,1000,80
541,55,0.013424905999272596,0.0,110.0,1000,80
542,56,0.01353906599979382,0.0,112.0,1000,80
543,57,0.013654526999744121,0.0,114.0,1000,80
544,58,0.013769752000371227,0.0,116.0,1000,80
545,59,0.013905664996855194,0.0,118.0,1000,80
546,60,0.014026469998498214,0.0,120.0,1000,80
547,61,0.014148379999824101,0.0,122.0,1000,80
548,62,0.014270255000155885,0.0,124.0,1000,80
549,63,0.01439335199756897,0.0,126.0,1000,80
550,64,0.014518789997964632,0.0,128.0,1000,80
551,65,0.01464662199941813,0.0,130.0,1000,80
552,66,0.014779380999243585,0.0,132.0,1000,80
553,67,0.014919237997673918,0.0,134.0,1000,80
554,68,0.015043360999698052,0.0,136.0,1000,80
555,69,0.015168423997238278,0.0,138.0,1000,80
556,70,0.015294335997168673,0.0,140.0,1000,80
557,71,0.015421268999489257,0.0,142.0,1000,80
558,72,0.015549088999250671,0.0,144.0,1000,80
559,73,0.01568277600017609,0.0,146.0,1000,80
560,74,0.01581476899809786,0.0,148.0,1000,80
561,75,0.015946133997204015,0.0,150.0,1000,80
562,76,0.01607652099846746,0.0,152.0,1000,80
563,77,0.016208501998335123,0.0,154.0,1000,80
564,78,0.016340914997272193,0.0,156.0,1000,80
565,79,0.016475071999593638,0.0,158.0,1000,80
566,80,0.016609755999525078,0.0,160.0,1000,80
567,0,0.00019458499809843488,0.0,0.0,2500,80
568,1,0.007953410997288302,0.0,2.0,2500,80
569,2,0.008073656998021761,0.0,4.0,2500,80
570,3,0.008152738999342546,0.0,6.0,2500,80
571,4,0.008226252997701522,0.0,8.0,2500,80
572,5,0.008301832000142895,0.0,10.0,2500,80
573,6,0.008375714998692274,0.0,12.0,2500,80
574,7,0.008450344997982029,0.0,14.0,2500,80
575,8,0.008530621998943388,0.0,16.0,2500,80
576,9,0.008607997999206418,0.0,18.0,2500,80
577,10,0.008685623997735092,0.0,20.0,2500,80
578,11,0.008813876997010084,0.0,22.0,2500,80
579,12,0.008938382998167071,0.0,24.0,2500,80
580,13,0.00902735300041968,0.0,26.0,2500,80
581,14,0.009111343999393284,0.0,28.0,2500,80
582,15,0.009194197999022435,0.0,30.0,2500,80
583,16,0.009275614000216592,0.0,32.0,2500,80
584,17,0.009358980998513289,0.0,34.0,2500,80
585,18,0.009442326998396311,0.0,36.0,2500,80
586,19,0.009525993998977356,0.0,38.0,2500,80
587,20,0.009611563000362366,0.0,40.0,2500,80
588,21,0.00969776299825753,0.0,42.0,2500,80
589,22,0.0097850149977603,0.0,44.0,2500,80
590,23,0.009886812997137895,0.0,46.0,2500,80
591,24,0.00997295699926326,0.0,48.0,2500,80
592,25,0.010060677999717882,0.0,50.0,2500,80
593,26,0.010150332000193885,0.0,52.0,2500,80
594,27,0.010239224997349083,0.0,54.0,2500,80
595,28,0.010329538999940269,0.0,56.0,2500,80
596,29,0.010420984999655047,0.0,58.0,2500,80
597,30,0.010513552999327658,0.0,60.0,2500,80
598,31,0.010606964999169577,0.0,62.0,2500,80
599,32,0.010701166997023392,0.0,64.0,2500,80
600,33,0.010795173999213148,0.0,66.0,2500,80
601,34,0.01088996599719394,0.0,68.0,2500,80
602,35,0.010986338998918654,0.0,70.0,2500,80
603,36,0.011084103000030154,0.0,72.0,2500,80
604,37,0.01118197399773635,0.0,74.0,2500,80
605,38,0.011281147999397945,0.0,76.0,2500,80
606,39,0.011380676998669514,0.0,78.0,2500,80
607,40,0.011481605997687439,0.0,80.0,2500,80
608,41,0.011583090999920387,0.0,82.0,2500,80
609,42,0.011687047997838818,0.0,84.0,2500,80
610,43,0.011791470999014564,0.0,86.0,2500,80
611,44,0.011897718999534845,0.0,88.0,2500,80
612,45,0.012007342997094383,0.0,90.0,2500,80
613,46,0.012114594999729889,0.0,92.0,2500,80
614,47,0.012222792996908538,0.0,94.0,2500,80
615,48,0.012463980998290936,0.0,96.0,2500,80
616,49,0.012676676000410225,0.0,98.0,2500,80
617,50,0.012836629997764248,0.0,100.0,2500,80
618,51,0.012969924999197247,0.0,102.0,2500,80
619,52,0.013084645997878397,0.0,104.0,2500,80
620,53,0.013197830998251447,0.0,106.0,2500,80
621,54,0.01331073099936475,0.0,108.0,2500,80
622,55,0.013424905999272596,0.0,110.0,2500,80
623,56,0.01353906599979382,0.0,112.0,2500,80
624,57,0.013654526999744121,0.0,114.0,2500,80
625,58,0.013769752000371227,0.0,116.0,2500,80
626,59,0.013905664996855194,0.0,118.0,2500,80
627,60,0.014026469998498214,0.0,120.0,2500,80
628,61,0.014148379999824101,0.0,122.0,2500,80
629,62,0.014270255000155885,0.0,124.0,2500,80
630,63,0.01439335199756897,0.0,126.0,2500,80
631,64,0.014518789997964632,0.0,128.0,2500,80
632,65,0.01464662199941813,0.0,130.0,2500,80
633,66,0.014779380999243585,0.0,132.0,2500,80
634,67,0.014919237997673918,0.0,134.0,2500,80
635,68,0.015043360999698052,0.0,136.0,2500,80
636,69,0.015168423997238278,0.0,138.0,2500,80
637,70,0.015294335997168673,0.0,140.0,2500,80
638,71,0.015421268999489257,0.0,142.0,2500,80
639,72,0.015549088999250671,0.0,144.0,2500,80
640,73,0.01568277600017609,0.0,146.0,2500,80
641,74,0.01581476899809786,0.0,148.0,2500,80
642,75,0.015946133997204015,0.0,150.0,2500,80
643,76,0.01607652099846746,0.0,152.0,2500,80
644,77,0.016208501998335123,0.0,154.0,2500,80
645,78,0.016340914997272193,0.0,156.0,2500,80
646,79,0.016475071999593638,0.0,158.0,2500,80
647,80,0.016609755999525078,0.0,160.0,2500,80
648,0,0.00019458499809843488,0.0,0.0,5000,80
649,1,0.007953410997288302,0.0,2.0,5000,80
650,2,0.008073656998021761,0.0,4.0,5000,80
651,3,0.008152738999342546,0.0,6.0,5000,80
652,4,0.008226252997701522,0.0,8.0,5000,80
653,5,0.008301832000142895,0.0,10.0,5000,80
654,6,0.008375714998692274,0.0,12.0,5000,80
655,7,0.008450344997982029,0.0,14.0,5000,80
656,8,0.008530621998943388,0.0,16.0,5000,80
657,9,0.008607997999206418,0.0,18.0,5000,80
658,10,0.008685623997735092,0.0,20.0,5000,80
659,11,0.008813876997010084,0.0,22.0,5000,80
660,12,0.008938382998167071,0.0,24.0,5000,80
661,13,0.00902735300041968,0.0,26.0,5000,80
662,14,0.009111343999393284,0.0,28.0,5000,80
663,15,0.009194197999022435,0.0,30.0,5000,80
664,16,0.009275614000216592,0.0,32.0,5000,80
665,17,0.009358980998513289,0.0,34.0,5000,80
666,18,0.009442326998396311,0.0,36.0,5000,80
667,19,0.009525993998977356,0.0,38.0,5000,80
668,20,0.009611563000362366,0.0,40.0,5000,80
669,21,0.00969776299825753,0.0,42.0,5000,80
670,22,0.0097850149977603,0.0,44.0,5000,80
671,23,0.009886812997137895,0.0,46.0,5000,80
672,24,0.00997295699926326,0.0,48.0,5000,80
673,25,0.010060677999717882,0.0,50.0,5000,80
674,26,0.010150332000193885,0.0,52.0,5000,80
675,27,0.010239224997349083,0.0,54.0,5000,80
676,28,0.010329538999940269,0.0,56.0,5000,80
677,29,0.010420984999655047,0.0,58.0,5000,80
678,30,0.010513552999327658,0.0,60.0,5000,80
679,31,0.010606964999169577,0.0,62.0,5000,80
680,32,0.010701166997023392,0.0,64.0,5000,80
681,33,0.010795173999213148,0.0,66.0,5000,80
682,34,0.01088996599719394,0.0,68.0,5000,80
683,35,0.010986338998918654,0.0,70.0,5000,80
684,36,0.011084103000030154,0.0,72.0,5000,80
685,37,0.01118197399773635,0.0,74.0,5000,80
686,38,0.011281147999397945,0.0,76.0,5000,80
687,39,0.011380676998669514,0.0,78.0,5000,80
688,40,0.011481605997687439,0.0,80.0,5000,80
689,41,0.011583090999920387,0.0,82.0,5000,80
690,42,0.011687047997838818,0.0,84.0,5000,80
691,43,0.011791470999014564,0.0,86.0,5000,80
692,44,0.011897718999534845,0.0,88.0,5000,80
693,45,0.012007342997094383,0.0,90.0,5000,80
694,46,0.012114594999729889,0.0,92.0,5000,80
695,47,0.012222792996908538,0.0,94.0,5000,80
696,48,0.012463980998290936,0.0,96.0,5000,80
697,49,0.012676676000410225,0.0,98.0,5000,80
698,50,0.012836629997764248,0.0,100.0,5000,80
699,51,0.012969924999197247,0.0,102.0,5000,80
700,52,0.013084645997878397,0.0,104.0,5000,80
701,53,0.013197830998251447,0.0,106.0,5000,80
702,54,0.01331073099936475,0.0,108.0,5000,80
703,55,0.013424905999272596,0.0,110.0,5000,80
704,56,0.01353906599979382,0.0,112.0,5000,80
705,57,0.013654526999744121,0.0,114.0,5000,80
706,58,0.013769752000371227,0.0,116.0,5000,80
707,59,0.013905664996855194,0.0,118.0,5000,80
708,60,0.014026469998498214,0.0,120.0,5000,80
709,61,0.014148379999824101,0.0,122.0,5000,80
710,62,0.014270255000155885,0.0,124.0,5000,80
711,63,0.01439335199756897,0.0,126.0,5000,80
712,64,0.014518789997964632,0.0,128.0,5000,80
713,65,0.01464662199941813,0.0,130.0,5000,80
714,66,0.014779380999243585,0.0,132.0,5000,80
715,67,0.014919237997673918,0.0,134.0,5000,80
716,68,0.015043360999698052,0.0,136.0,5000,80
717,69,0.015168423997238278,0.0,138.0,5000,80
718,70,0.015294335997168673,0.0,140.0,5000,80
719,71,0.015421268999489257,0.0,142.0,5000,80
720,72,0.015549088999250671,0.0,144.0,5000,80
721,73,0.01568277600017609,0.0,146.0,5000,80
722,74,0.01581476899809786,0.0,148.0,5000,80
723,75,0.015946133997204015,0.0,150.0,5000,80
724,76,0.01607652099846746,0.0,152.0,5000,80
725,77,0.016208501998335123,0.0,154.0,5000,80
726,78,0.016340914997272193,0.0,156.0,5000,80
727,79,0.016475071999593638,0.0,158.0,5000,80
728,80,0.016609755999525078,0.0,160.0,5000,80
729,0,0.00019458499809843488,0.0,0.0,10000,80
730,1,0.007953410997288302,0.0,2.0,10000,80
731,2,0.008073656998021761,0.0,4.0,10000,80
732,3,0.008152738999342546,0.0,6.0,10000,80
733,4,0.008226252997701522,0.0,8.0,10000,80
734,5,0.008301832000142895,0.0,10.0,10000,80
735,6,0.008375714998692274,0.0,12.0,10000,80
736,7,0.008450344997982029,0.0,14.0,10000,80
737,8,0.008530621998943388,0.0,16.0,10000,80
738,9,0.008607997999206418,0.0,18.0,10000,80
739,10,0.008685623997735092,0.0,20.0,10000,80
740,11,0.008813876997010084,0.0,22.0,10000,80
741,12,0.008938382998167071,0.0,24.0,10000,80
742,13,0.00902735300041968,0.0,26.0,10000,80
743,14,0.009111343999393284,0.0,28.0,10000,80
744,15,0.009194197999022435,0.0,30.0,10000,80
745,16,0.009275614000216592,0.0,32.0,10000,80
746,17,0.009358980998513289,0.0,34.0,10000,80
747,18,0.009442326998396311,0.0,36.0,10000,80
748,19,0.009525993998977356,0.0,38.0,10000,80
749,20,0.009611563000362366,0.0,40.0,10000,80
750,21,0.00969776299825753,0.0,42.0,10000,80
751,22,0.0097850149977603,0.0,44.0,10000,80
752,23,0.009886812997137895,0.0,46.0,10000,80
753,24,0.00997295699926326,0.0,48.0,10000,80
754,25,0.010060677999717882,0.0,50.0,10000,80
755,26,0.010150332000193885,0.0,52.0,10000,80
756,27,0.010239224997349083,0.0,54.0,10000,80
757,28,0.010329538999940269,0.0,56.0,10000,80
758,29,0.010420984999655047,0.0,58.0,10000,80
759,30,0.010513552999327658,0.0,60.0,10000,80
760,31,0.010606964999169577,0.0,62.0,10000,80
761,32,0.010701166997023392,0.0,64.0,10000,80
762,33,0.010795173999213148,0.0,66.0,10000,80
763,34,0.01088996599719394,0.0,68.0,10000,80
764,35,0.010986338998918654,0.0,70.0,10000,80
765,36,0.011084103000030154,0.0,72.0,10000,80
766,37,0.01118197399773635,0.0,74.0,10000,80
767,38,0.011281147999397945,0.0,76.0,10000,80
768,39,0.011380676998669514,0.0,78.0,10000,80
769,40,0.011481605997687439,0.0,80.0,10000,80
770,41,0.011583090999920387,0.0,82.0,10000,80
771,42,0.011687047997838818,0.0,84.0,10000,80
772,43,0.011791470999014564,0.0,86.0,10000,80
773,44,0.011897718999534845,0.0,88.0,10000,80
774,45,0.012007342997094383,0.0,90.0,10000,80
775,46,0.012114594999729889,0.0,92.0,10000,80
776,47,0.012222792996908538,0.0,94.0,10000,80
777,48,0.012463980998290936,0.0,96.0,10000,80
778,49,0.012676676000410225,0.0,98.0,10000,80
779,50,0.012836629997764248,0.0,100.0,10000,80
780,51,0.012969924999197247,0.0,102.0,10000,80
781,52,0.013084645997878397,0.0,104.0,10000,80
782,53,0.013197830998251447,0.0,106.0,10000,80
783,54,0.01331073099936475,0.0,108.0,10000,80
784,55,0.013424905999272596,0.0,110.0,10000,80
785,56,0.01353906599979382,0.0,112.0,10000,80
786,57,0.013654526999744121,0.0,114.0,10000,80
787,58,0.013769752000371227,0.0,116.0,10000,80
788,59,0.013905664996855194,0.0,118.0,10000,80
789,60,0.014026469998498214,0.0,120.0,10000,80
790,61,0.014148379999824101,0.0,122.0,10000,80
791,62,0.014270255000155885,0.0,124.0,10000,80
792,63,0.01439335199756897,0.0,126.0,10000,80
793,64,0.014518789997964632,0.0,128.0,10000,80
794,65,0.01464662199941813,0.0,130.0,10000,80
795,66,0.014779380999243585,0.0,132.0,10000,80
796,67,0.014919237997673918,0.0,134.0,10000,80
797,68,0.015043360999698052,0.0,136.0,10000,80
798,69,0.015168423997238278,0.0,138.0,10000,80
799,70,0.015294335997168673,0.0,140.0,10000,80
800,71,0.015421268999489257,0.0,142.0,10000,80
801,72,0.015549088999250671,0.0,144.0,10000,80
802,73,0.01568277600017609,0.0,146.0,10000,80
803,74,0.01581476899809786,0.0,148.0,10000,80
804,75,0.015946133997204015,0.0,150.0,10000,80
805,76,0.01607652099846746,0.0,152.0,10000,80
806,77,0.016208501998335123,0.0,154.0,10000,80
807,78,0.016340914997272193,0.0,156.0,10000,80
808,79,0.016475071999593638,0.0,158.0,10000,80
809,80,0.016609755999525078,0.0,160.0,10000,80
